,Publisher,Media,Name of Comic,,Story Title,,Year,,Volume,,No.,,Front Cover Artist,,Artist 1,,Artist 2,,Artist 3,,Condition,,Est. Value,,Notes
,DC,Comic,World's Finest - Giant - The Sons of Superman and Bat Man,,Eclipso - Hideout on Fear Island,,1975,,35,,228,,,,"Toth, Alexander",,,,,,,,,,background Tex Blaisdell
TRUE,DC,Comic,World's Finest - Superman and Bat Man,,Intruder from a Dead World,,1976,,36,,237,,,,"Elias, Lee",,"Calnan, John",,,,NM,,16,,"background Tex Blaisdell, cover?"
TRUE,DC,Comic,"World's Finest - Superman, Bat Man and Their Super-Sons",,World Without Men,,1975,,35,,233,,,,"Dillin, Dick",,"Calnan, John",,,,VF,,9,,background Tex Blaisdell
TRUE,DC,Comic,"World's Finest - Superman, Bat Man, The Atom",,Killers Come in All Sizes,,1976,,36,,236,,,,"Dillin, Dick",,"Calnan, John",,,,VF,,9,,background Tex Blaisdell
TRUE,DC,Comic,World's Finest- The Sons of Superman & Bat Man,,Evil in Paradise,,1974,,34,,222,,,,"Dillin, Dick",,"Colletta, Vince",,,,,,,,background Tex Blaisdell
TRUE,Mirage,Comic,Xenotech,,,,2020,,,,3,,"Jones, Robert",,"Dooney, Michael",,"Jones, Robert",,"Blaisdell, Tex",,M,,-1,,6+ copies - KEEP
TRUE,Krupp Comic Works,Comic,XYZ Comics,Several stories,,,1972,,,,,,"Crumb, R",,"Crumb, R",,,,,,Gd,,12,,
,DC,Comic,Yang,,,,1974,,2,,2,,"Satter, Warren",,"Satter, Warren",,,,,,VF minus,,4,,
,DC,Comic,Yang,,,,1974,,2,,3,,"Satter, Warren",,"Satter, Warren",,,,,,VF,,6,,
,DC,Comic,Yang,,,,1974,,2,,4,,"Satter, Warren",,"Satter, Warren",,,,,,VF,,6,,
,DC,Comic,Yang,,,,1974,,2,,5,,"Satter, Warren",,"Satter, Warren",,,,,,VF,,6,,
,DC,Comic,Yang,,,,1974,,2,,6,,"Satter, Warren",,"Satter, Warren",,,,,,VF/NM,,16,,
,DC,Comic,Yang,,,,1974,,2,,7,,"Satter, Warren",,"Satter, Warren",,,,,,VF minus,,8,,
,DC,Comic,Yang,,,,1974,,2,,10,,"Satter, Warren",,"Satter, Warren",,,,,,Gd,,1,,
,DC,Comic,Yang,,,,1974,,2,,13,,"Satter, Warren",,"Satter, Warren",,,,,,VF plus,,7,,
,Print Mint,Comic,Yellow Dog,,Garbage Man Comics,,1969,,,,17,,"Welz, Larry",,"Welz, Larry",,,,,,VF/NM,,30,,Back cover by Trina
,Print Mint,Comic,Yellow Dog,,Food Trip,,1969,,,,17,,"Welz, Larry",,"Dougherty, Robert",,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,Mal-ig,,1969,,,,17,,"Welz, Larry",,,,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,Far Out or Somewhere,,1969,,,,17,,"Welz, Larry",,"Metzger, George",,"Shubb, Rick",,,,,,,,
,Print Mint,Comic,Yellow Dog,,Pop!,,1969,,,,17,,"Welz, Larry",,"Lipking, Ronald",,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,The Rolling Stones at Altamont,,1969,,,,17,,"Welz, Larry",,,,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,Captain Poop & the Atomic Garbage Can,,1969,,,,17,,"Welz, Larry",,"Mic, Sassid",,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,Dr. Deluxe,,1969,,,,17,,"Welz, Larry",,"Delight, Chicken",,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,Binky Brown Makes Up His Own Puberty Rites,,1969,,,,17,,"Welz, Larry",,"Green, Justin",,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,Joe Recreates Himself,,1969,,,,17,,"Welz, Larry",,"Smitherman,",,,,,,,,,,
,Print Mint,Comic,Yellow Dog,,More Tits From Mars,,1969,,,,17,,"Welz, Larry",,"Lipking, Ronald",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Yin and Yang,,1970,,,,18,,"Irons, Greg",,"Irons, Greg",,,,,,Gd,,4,,
,Print Mint,Comic,Yellow Dog Comics,,Messenger,,1970,,,,18,,"Irons, Greg",,"Evans, Jim",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,"Christian Crisis, A Phallic Phable",,1970,,,,18,,"Irons, Greg",,,,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,The Captain,,1970,,,,18,,"Irons, Greg",,"Vogrin, Hak",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,"Al Truistic, The Human Tranquilizer, Takes a Sunday Drive",,1970,,,,18,,"Irons, Greg",,"Cosgrove, Patrick",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,What's-So-Funnies Presents:  A Tale of True Life Terror,,1970,,,,18,,"Irons, Greg",,"Irons, Greg",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Boob Tube Comics,,1970,,,,18,,"Irons, Greg",,"Welz, Larry",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Bulletin,,1970,,,,18,,"Irons, Greg",,"Leibowitz, J",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Holy Joe Makes a Deal with Eternity,,1970,,,,18,,"Irons, Greg",,"Brand, Roger",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Comic Strip 1981,,1970,,,,18,,"Irons, Greg",,"Beck, Joel",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Mr. Toad in Just a Friday Night Affair,,1970,,,,18,,"Irons, Greg",,"Griffith, Bill",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Untitled,,1970,,,,18,,"Irons, Greg",,"Freeman, Jo",,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,Scientific Massage,,1970,,,,18,,"Irons, Greg",,,,,,,,,,,,
,Print Mint,Comic,Yellow Dog Comics,,To This Yellow Dog,,1970,,,,18,,"Irons, Greg",,"Thompson, John",,,,,,,,,,Inside Back Cover
,Print Mint,Comic,Yellow Dog Comics,,Yellow Dog,,1970,,,,18,,"Irons, Greg",,"Irons, Greg",,,,,,,,,,
,Company & Sons,Comic,Young Lust,,Love Nest for three,,1971,,,,1,,"Griffith, Bill",,"Griffith, Bill",,,,,,NM,,20,,S.Clay Wilson?
,Company & Sons,Comic,Young Lust,,Sin or Salvation,,1971,,,,1,,"Griffith, Bill",,"Kinney, J",,,,,,,,,,
,Company & Sons,Comic,Young Lust,,I Fell for a Momma's Boy,,1971,,,,1,,"Griffith, Bill",,"Griffith, Bill",,,,,,,,,,
,Company & Sons,Comic,Young Lust,,Kinky Klothes for Kute Kittens,,1971,,,,1,,"Griffith, Bill",,,,,,,,,,,,
,Company & Sons,Comic,Young Lust,,We Don't Care,,1971,,,,1,,"Griffith, Bill",,"Griffith, Bill",,,,,,,,,,
,Company & Sons,Comic,Young Lust,,Don't Ever Fuck Me Unless You Mean It,,1971,,,,1,,"Griffith, Bill",,"Griffith, Bill",,,,,,,,,,
,Company & Sons,Comic,Young Lust,,My Rock n' Roll Lover,,1971,,,,1,,"Griffith, Bill",,"Kinney, J",,,,,,,,,,
,Company & Sons,Comic,Young Lust,,Love's Body,,1971,,,,1,,"Griffith, Bill",,"Spiegelman, Art",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Too Fucked Up to Love,,1971,,,,2,,"Griffith, Bill",,"Griffith, Bill",,,,,,VF/NM,,35,,Inside Back cover Wigs Etc. by J. Kinney
,Print Mint,Comic,Young Lust,,I'm No Square,,1971,,,,2,,"Griffith, Bill",,"Kinney, J.",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Turning a Trick With Sammy Straight ,,1971,,,,2,,"Griffith, Bill",,"Shmeer, ""Pap""",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Evil Was Half the Bargain,,1971,,,,2,,"Griffith, Bill",,"Brand, Roger",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Chicarama,,1971,,,,2,,"Griffith, Bill",,"Green, J Considine",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Flashback,,1971,,,,2,,"Griffith, Bill",,Valencia St. Losers,,,,,,,,,,
,Print Mint,Comic,Young Lust,,Faux Pas,,1971,,,,2,,"Griffith, Bill",,"Griffith, Bill",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Armed Love,,1971,,,,2,,"Griffith, Bill",,"Kinney, J",,"Sonntag, Ned",,,,,,,,
,Print Mint,Comic,Young Lust,,I'll Never Forget It,,1971,,,,2,,"Griffith, Bill",,"Griffith, Bill",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Little Sister Loses Her Hymen,,1971,,,,2,,"Griffith, Bill",,"Green, Justin",,,,,,,,,,
,Print Mint,Comic,Young Lust,,Teen Talk with the Wholesome Twins,,1971,,,,2,,"Griffith, Bill",,"Kinney, J",,,,,,,,,,
,DC,Comic,Young Romance,,I Was Raised by Wolves,,1973,,23,,196,,,,,,,,,,Incomplete,,0,,
,DC,Comic,Young Romance,,Ask Him What He Thinks of Me,,1973,,23,,196,,,,,,,,,,,,,,
,DC,Comic,Young Romance,,"I Lied, I Cheated, Because I Was Just Plain Scared",,1973,,23,,196,,,,,,,,,,,,,,
TRUE,,Comic,Zap Comix,,,,2020,,,,0,,,,"Crumb, R",,,,,,,,,,
,,Comic,Zap Comix,,,,2020,,,,0,,,,"Crumb, R",,,,,,,,,,
TRUE,,Comic,Zap Comix are Squinky Comics,,Mr. Natural Visits the City,,2020,,,,1,,,,"Crumb, R",,,,,,,,,,
,,Comic,Zap Comix Are Squinky Comics,,Mr. Natural Visits the City,,2020,,,,1,,,,"Crumb, R",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Kiss Off,,2020,,1,,6,,,,"Green, Justin",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Projunior,,2020,,1,,6,,,,"Crumb, R",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,"Justin Green's Theater of Cruelty Presents ""I am a Dog""",,2020,,1,,6,,,,"Green, Justin",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Snappy Sammy Smoot,,2020,,1,,6,,,,,,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,"The Viper, Villie Vetback Visits the City",,1972,,1,,7,,,,"Spiegelman, Art",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Film Fun,,1972,,1,,7,,,,"Williamson, Skip",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Nard n' Pat,,1972,,1,,7,,,,"Lynch, Jayzey",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,The Whiz Kidz,,1972,,1,,7,,,,"Williamson, Skip",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Child Martyr,,1972,,1,,7,,,,"Lynch,  Jayzey",,,,,,,,,,J.M. J. D.?
TRUE,,Comic,AAAH Dad fix this,,"The Squinks, Featuring Bert & Harry",,1972,,1,,7,,,,"Spiegelman, Art",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,"Nard  n' Pat in The Wine is Bitter, The Cheese is Stale",,1972,,1,,7,,,,"Lynch, Jay",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,The Thrilling Adventures of Bozo Rebebo,,1972,,1,,7,,,,"Williamson, Skip",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Ma Cow,,1972,,1,,7,,,,"Geradts, Evert",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Rowdy Noody in Gorilla Grafeety,,1972,,1,,7,,,,"Green, Justin",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Hungry Chuck Biscuits,,1972,,1,,7,,,,"Clyne, Daniel",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Theater of Cruelty Presents:  Life Above the O'Geeks,,1972,,1,,7,,,,"Green, Justin",,,,,,,,,,
TRUE,,Comic,AAAH Dad fix this,,Nard n' Pat in I Wonder Who's Kissing Her Now,,1972,,1,,7,,,,"Lynch, Jay",,,,,,,,,,Back Cover
,,Comic,AAAH Dad fix this,,Story 2,,1971,,,,2,,,,"Green, Justin",,,,,,,,,,
,,Comic,AAAH Dad fix this,,Story 3,,1971,,,,2,,,,"Griffith, Bill",,,,,,,,,,
,,Comic,AAAH Dad fix this,,Story 4,,1971,,,,2,,,,"Kinney, Jay",,,,,,,,,,
,,Comic,AAAH Dad fix this,,Story 5,,1971,,,,2,,,,"Osborne, James",,,,,,,,,,
,,Comic,AAAH Dad fix this,,Story 6,,1971,,,,2,,,,"Shmeer, ""Pap""",,,,,,,,,,Bill Elder?
,,Comic,AAAH Dad fix this,,Back Cover,,1972,,,,2,,,,"Shelton, Gilbert",,,,,,,,,,
,Rip Off Comix,Comic,AAAH Dad fix this,,Wonder Warthog & the Battle of the Titans,,2020,,,,8,,,,,,,,,,,,,,
,Rip Off Comix,Comic,AAAH Dad fix this,,Fat Freddy's Cat,,2020,,,,8,,,,,,,,,,,,,,
,Rip Off Comix,Comic,AAAH Dad fix this,,Jesus & the Bankrobbers,,2020,,,,8
,Rip Off Comix,Comic,AAAH Dad fix this,,Cartoonists of the World,,2020,,,,8
